Investor_ID,Investor_Name,Age,Gender,City,PAN_Number,Investment_Type,Amount_Invested,Returns_%,Investment_Date,Financial_Advisor
B2989,Adira Chaudhari,60,Female,Saharsa,XQA7517Y,Bonds,982695.01,18.59,07-04-2017,Jivin Deol
B2990,Lakshay Ramesh,31,Female,Chandigarh,AGY8843H,Mutual Funds,557270.93,5.41,07-08-2019,Yuvraj  Chander
B2991,Biju Chaudhuri,43,Female,Kozhikode,TOE3005I,Bonds,809268.99,0.15,04-05-2024,Stuvan Agate
B2992,Reyansh Bhattacharyya,27,Female,Naihati,XXP2258U,Crypto,745319.81,25.87,05-10-2022,Ehsaan Bakshi
B2993,Zara Lalla,59,Male,Madanapalle,PKS2251N,Fixed Deposit,59496.65,10.64,25-12-2017,Shlok Mahal
B2994,Miraan Das,64,Male,Bidar,HCJ5099A,Crypto,917167.48,9.2,02-02-2021,Ehsaan Sura
B2995,Khushi Kaur,31,Female,Sambhal,OPX9907Z,Bonds,976237.99,25.85,06-01-2018,Nishith Seshadri
B2996,Hrishita Borra,44,Male,Hazaribagh,SPH4372A,Real Estate,83194.57,-8.32,02-07-2024,Amani Sabharwal
B2997,Himmat Bhatt,41,Female,Dindigul,MXR9108T,Fixed Deposit,856507.17,-4.05,04-09-2024,Ritvik Lad
B2998,Indrans Goyal,63,Male,Pimpri-Chinchwad,QNM6848B,Mutual Funds,864324.32,16.38,13-02-2022,Saksham Bhargava
B2999,Amani Tripathi,66,Female,Haldia,YKL4609L,Stocks,489883.95,-5.68,09-09-2021,Lagan Bhat
B3000,Aarush Chaudhary,64,Female,Satara,BIY8266V,Mutual Funds,696650.1,-3.32,19-08-2024,Mohanlal Kata
B3001,Hunar Chauhan,47,Female,Bhimavaram,LIN5959K,Real Estate,799958.37,0.51,17-04-2024,Raunak Choudhary
B3002,Alisha Hayer,30,Male,Kollam,DYN7011D,Real Estate,933207.08,14.64,28-04-2020,Rati Gill
B3003,Anvi Kota,60,Male,Nagercoil,UKH5795G,Stocks,602281.59,7.6,03-07-2017,Anaya Dugal
B3004,Bhavin Mand,67,Female,Serampore,XCX5001Y,Crypto,358996.56,2.1,07-05-2021,Seher Master
B3005,Aarush Johal,27,Female,Silchar,KMQ9631K,Real Estate,591879.38,12.57,28-08-2022,Pranay Bose
B3006,Rohan Gokhale,41,Male,Jalgaon,WIP5383W,Bonds,623232.1,-9.29,23-05-2022,Misha Sathe
B3007,Alisha Jha,57,Female,Anand,UBF6224S,Bonds,259300.96,6.54,19-09-2024,Ojas Raman
B3008,Indranil Kashyap,46,Male,Uluberia,SPQ9870Q,Bonds,361410.05,28.4,01-06-2020,Rohan Sankaran
B3009,Himmat Taneja,63,Male,Nellore,SYJ9248I,Crypto,602195.85,17.11,25-11-2022,Divit Dyal
B3010,Sumer Suri,43,Female,Giridih,GUZ2710B,Fixed Deposit,737866.46,-10.35,02-07-2019,Rania Kumar
B3011,Gokul Mane,30,Female,Kavali,NIP1884Q,Real Estate,898425.89,14.66,01-08-2019,Kanav Raju
B3012,Taran Devi,64,Male,Mumbai,YHZ6679X,Crypto,118298.05,-5.92,16-09-2023,Elakshi Bedi
B3013,Purab Chana,66,Male,Giridih,HQP7731V,Fixed Deposit,111003.43,15.74,25-07-2022,Bhavin Kata
B3014,Bhamini Rau,69,Male,Tiruchirappalli,ACV8966A,Fixed Deposit,183747.86,3.57,16-01-2024,Kaira Luthra
B3015,Vidur Rout,65,Female,Narasaraopet,YUZ5583Q,Stocks,906262.88,10.66,28-11-2018,Ryan Mane
B3016,Shayak Sami,55,Male,Kozhikode,HCO2285A,Fixed Deposit,945892.98,24.71,20-03-2018,Sumer Randhawa
B3017,Mamooty Dasgupta,27,Female,Bharatpur,IDQ4335Z,Bonds,750953.91,0.34,24-04-2019,Kavya Kibe
B3018,Lagan Dubey,63,Male,Bhiwani,WQD3246X,Fixed Deposit,257275.61,-5.54,28-02-2023,Ela Iyengar
B3019,Damini Kalita,64,Female,Haridwar,OZP9535W,Real Estate,561980.75,8.57,04-10-2020,Suhana Chana
B3020,Jayant Sunder,49,Male,Thoothukudi,KSR4777H,Crypto,189970.02,-13.14,16-04-2019,Adira Thakkar
B3021,Kiaan Chaudhari,54,Female,Bhavnagar,CYW5996L,Real Estate,31249.38,-10.57,12-05-2024,Madhup Borra
B3022,Divij Tella,45,Female,Ghaziabad,IDK4453A,Real Estate,858583.46,-2.63,04-11-2021,Dhanush Swaminathan
B3023,Dhanush Samra,23,Female,Bihar Sharif,TKS3011X,Mutual Funds,158156.98,24.19,16-04-2020,Samaira Tailor
B3024,Sana Golla,45,Female,Ratlam,YKM7101X,Fixed Deposit,121857,21.65,15-09-2023,Ivan Madan
B3025,Aaryahi Singh,41,Female,Ozhukarai,ZSD3325H,Mutual Funds,184386.09,21.17,23-06-2017,Himmat Sheth
B3026,Vaibhav Kata,33,Female,Nellore,YCH1587C,Bonds,682335.93,-7.63,19-08-2017,Manjari Singh
B3027,Aaina Ahluwalia,35,Female,Miryalaguda,TAA4851H,Stocks,688248.22,4.26,21-01-2018,Samiha Dasgupta
B3028,Taimur Raval,43,Female,Bulandshahr,ITH8213G,Stocks,268066.35,-1.82,12-11-2023,Arnav Kadakia
B3029,Aarush Sahni,53,Male,Tirupati,VTQ8434Y,Real Estate,880279.37,4.4,27-01-2018,Kanav Chaudhry
B3030,Shalv Sarkar,34,Male,Malegaon,MAO2871X,Bonds,388675.14,23.96,02-05-2023,Vanya Karnik
B3031,Amani Jha,36,Female,Rajkot,RSG1348K,Stocks,958532.88,24.46,15-01-2024,Sumer Kohli
B3032,Kimaya Gupta,30,Female,Nizamabad,PHH9174C,Crypto,909683.91,24.22,22-09-2020,Sana Basu
B3033,Divij Bedi,31,Male,Farrukhabad,OZX1553G,Mutual Funds,742637.53,1.6,17-08-2021,Devansh Chandra
B3034,Zeeshan Yohannan,26,Female,Surat,ACO5428L,Stocks,11492.65,21.25,07-09-2021,Manikya Choudhary
B3035,Elakshi Bandi,40,Male,Aurangabad,VMP5554D,Fixed Deposit,544182.68,6.95,09-04-2017,Kanav Kannan
B3036,Pranay Master,28,Male,Amaravati,FIA7294I,Mutual Funds,203546.99,29.7,07-08-2022,Inaaya  Brahmbhatt
B3037,Sana Arya,54,Female,Patna,SMC5921Z,Fixed Deposit,976400.35,-0.78,22-06-2023,Yasmin Seshadri
B3038,Anay Suri,56,Male,Tenali,HBL2384V,Mutual Funds,301483.37,0.54,22-12-2021,Biju Devi
B3039,Myra Sant,69,Female,Agartala,JCZ1978L,Real Estate,448390.43,28.3,09-05-2017,Indrajit Chada
B3040,Jayant Sarraf,55,Female,Sonipat,TVZ5572L,Fixed Deposit,905795.13,25.93,06-08-2019,Kismat Kothari
B3041,Parinaaz Vohra,24,Male,Varanasi,UEU7290L,Stocks,28336.47,7.01,01-10-2017,Tejas Shah
B3042,Vidur Bhatt,64,Male,Agartala,SOY9115X,Mutual Funds,507181.32,22.55,28-02-2020,Himmat Bora
B3043,Adah Mani,43,Male,Gulbarga,QEI1308C,Real Estate,523379.29,15.27,28-09-2024,Abram Som
B3044,Seher Sangha,61,Female,Amravati,IJN7268V,Stocks,513488.83,-0.87,26-11-2020,Indrans Loke
B3045,Shlok Vyas,30,Female,Alwar,RPG7302B,Bonds,584309.5,18.81,08-05-2023,Alia Kale
B3046,Shray Grover,60,Male,Bhalswa Jahangir Pur,ZXH8274X,Stocks,337287.69,12.61,16-07-2018,Rati Madan
B3047,Farhan Bhardwaj,46,Female,Nagercoil,ASM1727K,Crypto,278252.5,28.98,20-12-2022,Sumer Dhillon
B3048,Hazel Brahmbhatt,31,Female,Madurai,VQK4677X,Crypto,30601.46,-3.29,09-05-2021,Kaira Madan
B3049,Hunar Sharma,32,Female,Coimbatore,NHD4370Z,Crypto,174548.01,4.86,18-09-2017,Aarush Bains
B3050,Miraan Babu,33,Male,Jodhpur,JFH7214Q,Stocks,861579.59,-1.79,19-12-2022,Lakshit Dua
B3051,Aarav Cherian,66,Male,Dewas,KOZ4021E,Crypto,617711.17,4.16,07-01-2020,Saanvi Varty
B3052,Amani Maharaj,61,Male,Ahmednagar,RPT8062P,Bonds,383747.93,-7.59,02-11-2019,Kismat Krishnan
B3053,Nayantara Swamy,32,Male,Durgapur,AAX9724V,Real Estate,512411.97,21.64,12-11-2024,Manjari Kuruvilla
B3054,Tara Borde,68,Female,Salem,ZAO1856I,Real Estate,355867.26,11,28-01-2023,Samiha Basak
B3055,Oorja Chhabra,50,Female,Katni,MQR5999T,Crypto,615956.66,16.87,14-03-2022,Damini Khosla
B3056,Taran Arya,24,Male,Chandigarh,PXU1512H,Crypto,876206.41,22.37,24-02-2017,Hazel Dara
B3057,Jivin Ghosh,48,Female,Tadepalligudem,URR9872S,Fixed Deposit,197571.82,-14.02,07-03-2022,Taimur Chadha
B3058,Anaya Sethi,45,Male,Ambala,KUB6698N,Mutual Funds,685052.29,3.31,20-03-2017,Dhanuk Gupta
B3059,Ivan Srinivasan,65,Female,Panvel,XUV1425W,Stocks,501866.84,-8.79,07-07-2023,Nayantara Jaggi
B3060,Yasmin Chaudhari,68,Male,Ozhukarai,BZH6508R,Crypto,627674.91,-14.74,20-01-2020,Anvi Kunda
B3061,Mohanlal Brar,37,Male,Dehradun,FSO5301H,Stocks,904736.01,3.6,12-04-2019,Miraan Zachariah
B3062,Aniruddh Ahluwalia,50,Female,Nashik,IYS4547S,Fixed Deposit,403288.34,-9.17,09-06-2023,Shanaya Ghose
B3063,Raunak Ratti,61,Male,Jehanabad,PGA1448T,Mutual Funds,638314.23,10.54,01-04-2017,Lavanya Venkataraman
B3064,Farhan Krishnamurthy,40,Male,Tezpur,XIB6586U,Bonds,217111.04,-0.29,21-10-2024,Sahil Bir
B3065,Pranay Hans,70,Male,Noida,QJK8111I,Mutual Funds,948152.36,9.02,09-06-2018,Himmat Gopal
B3066,Amani Thakkar,69,Female,Bardhaman,MRU8004L,Crypto,601755.33,0.02,22-03-2017,Zain Bandi
B3067,Akarsh Issac,50,Female,Sasaram,QCR1935I,Real Estate,323367.08,-10.06,06-04-2024,Nirvaan Dani
B3068,Drishya Jain,36,Female,Jaipur,AGF2789F,Mutual Funds,240839.74,21.83,05-02-2017,Samar Baria
B3069,Mishti Mander,56,Male,Darbhanga,ZIU7358D,Stocks,193136.66,-12.56,03-04-2022,Akarsh Sunder
B3070,Yakshit Rajagopal,37,Female,Amritsar,ZSP5709F,Stocks,922069.08,3.98,01-01-2022,Chirag Srinivasan
B3071,Aarush Krishnamurthy,41,Male,Ratlam,GHZ9761W,Stocks,479423.65,-9.31,07-03-2021,Jivika Kibe
B3072,Shalv Ahuja,52,Male,Karimnagar,GAD8594J,Mutual Funds,796842.5,5.13,18-11-2018,Armaan Ravel
B3073,Ishita Dua,34,Female,Avadi,NLS7944P,Fixed Deposit,168417.79,3.81,02-12-2019,Taran Hayer
B3074,Madhav Amble,45,Male,Vasai-Virar,MMN9501S,Bonds,365105.8,7.15,05-09-2023,Rhea Ratti
B3075,Indranil Rastogi,65,Female,Fatehpur,YGA5261G,Fixed Deposit,162074.85,11.88,17-05-2017,Shlok Kumer
B3076,Siya Bala,58,Male,Kamarhati,HAZ3663G,Mutual Funds,424177.25,-4.59,02-12-2018,Keya Varughese
B3077,Biju Sur,50,Male,Jammu,KNC7247B,Real Estate,886964.03,-0.62,12-01-2020,Aarush Bhavsar
B3078,Tanya Gour,51,Male,Amroha,VWI8656I,Bonds,355796.79,-14.02,10-09-2021,Gatik Kata
B3079,Gokul Varkey,40,Female,Bulandshahr,HZU4903Q,Mutual Funds,92877.81,4.84,17-04-2024,Raghav Shroff
B3080,Diya Hayer,46,Female,Berhampur,DGP3160F,Mutual Funds,811426,19.99,25-08-2022,Prisha Arya
B3081,Indrajit Bumb,54,Female,Hyderabad,TCY1248M,Real Estate,142483.01,-3.42,15-10-2024,Anahi Singhal
B3082,Kanav Bhatti,55,Female,Avadi,VVH5598Q,Stocks,657578.63,24.48,26-10-2020,Akarsh Amble
B3083,Chirag Atwal,48,Female,Sirsa,LTF5495T,Crypto,576977.57,23.99,27-05-2019,Advik Tandon
B3084,Mahika Dar,32,Male,Bhind,UAC2401D,Mutual Funds,928171.98,-11.72,22-11-2022,Aaina Sura
B3085,Vivaan Chokshi,34,Female,Thoothukudi,DOU5094L,Stocks,159400.28,10.9,17-04-2022,Prerak Andra
B3086,Arhaan Behl,60,Female,Karnal,IVV9893D,Real Estate,292979.16,-1.45,28-06-2018,Inaaya  Gola
B3087,Hansh Malhotra,30,Female,Morena,MEV5846X,Mutual Funds,80622.51,24.09,06-09-2018,Saksham Swaminathan
B3088,Neysa Sami,38,Female,Kamarhati,HKJ6530L,Fixed Deposit,924819.95,14.55,28-03-2024,Samaira Chahal
B3089,Trisha Sani,25,Male,Rewa,IZX7465N,Mutual Funds,955499.74,25.55,28-09-2020,Piya Roy
B3090,Lagan Sarkar,63,Female,Panihati,ERT1632B,Real Estate,770918.88,-6.63,09-07-2019,Anika Jain
B3091,Jiya Chopra,52,Male,Bokaro,PEC5493H,Stocks,226182.64,20.43,12-10-2019,Kimaya Gade
B3092,Khushi Sant,45,Female,Durg,LBT6926L,Stocks,160118.42,-1.83,11-09-2018,Yasmin Arora
B3093,Arnav Bains,57,Female,Tadepalligudem,PSF5403X,Mutual Funds,324568.65,7.2,12-06-2019,Mohanlal Khosla
B3094,Divit Solanki,28,Female,Karawal Nagar,SPG5104F,Mutual Funds,759876.33,9.75,14-11-2024,Kiara Baria
B3095,Hiran Shetty,67,Female,Bardhaman,MWA1202H,Bonds,704120.11,23.57,11-06-2018,Vivaan Guha
B3096,Eva Thaman,55,Male,Guna,AWO3036Z,Fixed Deposit,408200.96,27.07,02-04-2017,Neysa Rajagopal
B3097,Miraan Kata,29,Male,Yamunanagar,TFU6028Y,Stocks,441532.73,16.47,14-10-2018,Prerak Dubey
B3098,Samarth Krishna,40,Female,Bhavnagar,OQQ6259O,Bonds,468639.63,17.85,09-05-2022,Farhan Karan
B3099,Aarush Ben,27,Female,Dehradun,ZFD5333Z,Crypto,722999.54,-14.72,04-07-2024,Sara Goda
B3100,Hazel Mahal,70,Female,Panchkula,OOS3929Z,Crypto,162627.63,25.98,27-01-2022,Shamik Seth
B3101,Aayush Kumer,32,Female,Orai,VLX8271G,Crypto,414519.49,28.76,18-09-2021,Kashvi Rana
B3102,Chirag Mahal,39,Female,Anantapuram,HYO8581U,Stocks,828401.46,17.54,24-10-2021,Lakshay Dar
B3103,Nirvi Suresh,50,Female,Bhavnagar,UDM1282H,Mutual Funds,725492.67,5.86,28-12-2018,Jhanvi Bir
B3104,Riaan Setty,54,Male,Solapur,POL8207M,Stocks,667439.5,24.47,01-12-2022,Kiara Malhotra
B3105,Umang Venkatesh,31,Female,Bathinda,ANM1145S,Stocks,954415.8,1.81,09-11-2019,Zain Ahuja
B3106,Vanya Atwal,49,Female,Bellary,HXC8642N,Mutual Funds,52317.95,23.88,23-07-2021,Lakshay Sur
B3107,Indrans Loyal,27,Female,Thanjavur,QRH1606W,Mutual Funds,383213.38,-1.89,08-01-2021,Raunak Rout
B3108,Romil Shanker,36,Male,Ranchi,MXH6877S,Mutual Funds,341872.25,14.49,15-01-2022,Hiran Shroff
B3109,Misha Bhat,50,Male,Bidar,IFO8867I,Stocks,266616.86,5.65,12-10-2023,Rasha Gulati
B3110,Onkar Hari,44,Female,Kanpur,ZOI4569H,Bonds,519228.34,-5.84,20-06-2022,Piya Viswanathan
B3111,Zara Guha,23,Male,South Dumdum,GPP7694P,Crypto,649844.06,14.24,28-06-2020,Adira Khalsa
B3112,Ahana  Seshadri,48,Female,Nagercoil,PTR1959H,Bonds,555712.59,8.84,17-09-2022,Faiyaz Tripathi
B3113,Neelofar Bawa,25,Male,Coimbatore,JJG2303O,Crypto,106125.08,-10.79,17-01-2018,Pihu Chaudhuri
B3114,Ivan Tella,47,Male,Giridih,GQM5529T,Stocks,212715.09,5.38,05-11-2019,Advika Gour
B3115,Aarush Edwin,54,Male,Nagpur,CCN6145F,Bonds,115899.46,15.63,25-08-2024,Hiran Kadakia
B3116,Arhaan Dutta,45,Male,Nashik,YCL2049T,Stocks,658154.27,27.61,15-05-2022,Drishya Kalita
B3117,Shalv Sawhney,37,Female,Raichur,WRM8216Y,Mutual Funds,762680.29,29.33,16-11-2024,Kartik Ramakrishnan
B3118,Mohanlal Virk,46,Male,Dibrugarh,SNS3945A,Mutual Funds,50043.02,-8.52,12-05-2024,Shlok Khare
B3119,Prisha Ramachandran,27,Male,Saharanpur,AEG5227K,Crypto,279885.24,-4.06,10-06-2019,Kanav Konda
B3120,Reyansh Bhatt,45,Female,Faridabad,CYK5524H,Crypto,539088.37,5.01,07-03-2018,Darshit Keer
B3121,Stuvan Arora,36,Female,Eluru,IOE5252N,Stocks,852481.54,17.9,28-03-2024,Romil Thakkar
B3122,Parinaaz Chokshi,23,Male,Pimpri-Chinchwad,QOI9108I,Fixed Deposit,707328.75,-7.98,19-12-2021,Mahika Dube
B3123,Riaan Bhat,42,Female,Hapur,KFM3084X,Crypto,165463.58,-12.48,20-08-2020,Tejas Dewan
B3124,Kiaan Bhargava,28,Female,Bulandshahr,RTU4726Y,Crypto,820732.83,10.53,02-10-2024,Charvi Arora
B3125,Diya Sampath,67,Male,Bijapur,DLE3858I,Fixed Deposit,92870.88,16.64,02-08-2017,Taran Kibe
B3126,Kanav Varkey,63,Male,Vadodara,LDH3406G,Crypto,851998.69,-0.75,12-06-2021,Amani Bhandari
B3127,Vihaan Savant,43,Male,Suryapet,AUT1812H,Mutual Funds,103417.6,17.3,27-09-2021,Aayush Behl
B3128,Samar Som,31,Male,Katihar,UGM4812J,Crypto,830547.33,2.76,23-10-2021,Vivaan Barman
B3129,Aaryahi Sen,30,Male,Mumbai,TIK2875W,Fixed Deposit,784289.86,3.01,09-08-2023,Dhanush Mammen
B3130,Ehsaan Sethi,24,Male,Khandwa,NUM1630F,Mutual Funds,378392.06,17.84,14-07-2018,Anya Choudhury
B3131,Badal Varughese,40,Male,Raurkela Industrial Township,RCK4018H,Stocks,303111.8,-14.47,22-04-2019,Dharmajan Kurian
B3132,Ojas Dasgupta,52,Male,Nashik,EWD9302B,Real Estate,666118.82,-6.13,22-07-2022,Renee Vyas
B3133,Kartik Bhalla,66,Male,Amaravati,LCX8214J,Stocks,884601.42,13.36,05-02-2024,Mishti Gola
B3134,Rati Kibe,30,Male,Aligarh,UYW6199Q,Mutual Funds,714116.51,15.19,19-06-2022,Mahika Walia
B3135,Zaina Sem,70,Female,Kadapa,UJX1687Q,Real Estate,542943.14,23.19,01-06-2020,Aaina Sagar
B3136,Mahika Hegde,67,Male,Secunderabad,USE4734U,Stocks,871032.9,20.27,14-08-2019,Divit Soman
B3137,Mamooty Luthra,52,Male,Satara,KQG1996J,Fixed Deposit,548005.47,21.36,20-05-2024,Nitya Sidhu
B3138,Pihu Tank,50,Male,Junagadh,GMZ5244Z,Mutual Funds,540427.61,4.19,10-07-2017,Jayan Upadhyay
B3139,Tejas Wable,61,Female,Sagar,ZJP5217H,Mutual Funds,991519.6,-14.8,25-03-2018,Shray Grewal
B3140,Reyansh Madan,22,Female,Ozhukarai,OTX1264V,Fixed Deposit,304974.71,-11.97,05-08-2019,Amani Chauhan
B3141,Dishani Behl,27,Female,Narasaraopet,NAQ6789D,Stocks,18351.74,-8.78,12-07-2024,Trisha Ramanathan
B3142,Ojas Zachariah,23,Male,Tezpur,XNY9854F,Bonds,765940.16,20.72,10-02-2020,Prisha Solanki
B3143,Ojas Mahal,38,Female,Meerut,EEK1732O,Stocks,118637.92,-8.18,23-02-2022,Mannat Goyal
B3144,Zoya Kalla,35,Female,Shimla,WGB4845T,Stocks,333449.45,21.98,04-05-2020,Devansh Borra
B3145,Uthkarsh Hayre,31,Female,Tirupati,CNE6729V,Crypto,560709.3,22.85,27-11-2024,Riya Ghose
B3146,Amira Barad,57,Female,Kharagpur,PJP2788L,Stocks,67902.77,25.11,11-01-2017,Krish Subramaniam
B3147,Shaan Sharma,68,Female,Ongole,NTE2269H,Stocks,316210.85,17.4,11-06-2021,Kaira Biswas
B3148,Azad Reddy,60,Male,Serampore,DJO9305S,Real Estate,312538.76,8.31,12-05-2020,Riya Ramaswamy
B3149,Hrishita Dutta,55,Male,Anand,RIG8271X,Stocks,142229.56,7.65,11-10-2022,Taran Sule
B3150,Shayak Vyas,49,Female,Bilaspur,ANI2854F,Real Estate,838451.97,-2.92,26-07-2022,Dhruv Dewan
B3151,Shray Dhar,29,Male,Sangli-Miraj & Kupwad,KIQ9372U,Mutual Funds,10950.39,2.45,14-02-2019,Hiran Dhar
B3152,Hansh Shere,40,Female,Jaipur,IJN2268M,Real Estate,796666.34,-3.61,12-04-2020,Himmat Varghese
B3153,Vardaniya Ravel,37,Female,Alappuzha,MBT4882C,Crypto,185884.75,28.41,28-12-2024,Pranay Ghosh
B3154,Veer Butala,41,Female,Panihati,JFF4343X,Stocks,928787.96,9.44,17-07-2023,Aaina Kale
B3155,Ritvik Chaudhry,29,Male,Cuttack,NYL6337B,Mutual Funds,916410.62,-5.79,27-09-2017,Bhamini Rege
B3156,Hiran Chanda,25,Female,Srinagar,TGW7084C,Bonds,502849.74,18.87,10-01-2022,Mohanlal Shan
B3157,Priyansh Basak,37,Female,Purnia,RJM7815M,Crypto,641898.14,4.03,17-01-2018,Lavanya Taneja
B3158,Yuvaan Dhaliwal,48,Male,Akola,UHG2169W,Crypto,485637.13,5.31,02-12-2023,Diya Khare
B3159,Armaan Sastry,62,Female,Visakhapatnam,QFE7987I,Bonds,833589.22,10.93,03-04-2021,Pihu Tiwari
B3160,Prisha Yogi,61,Male,Saharsa,RUV5638D,Stocks,525573.17,-13.97,12-02-2024,Suhana Toor
B3161,Aarna Bir,51,Female,Gaya,PCE3344V,Mutual Funds,778179,20.55,16-11-2022,Onkar Korpal
B3162,Ranbir Ramachandran,26,Male,Agartala,VKX1404K,Bonds,960165.1,-7.51,03-03-2022,Jayan Vaidya
B3163,Krish Dubey,29,Female,Navi Mumbai,FOO6350R,Bonds,641427.82,28.98,08-10-2024,Diya Wadhwa
B3164,Anaya Kakar,53,Male,Nagaon,KFK6902E,Fixed Deposit,288951.29,9.31,18-07-2020,Riaan Char
B3165,Vaibhav Randhawa,60,Female,Pudukkottai,HRE6488T,Crypto,871514.12,3.25,25-01-2023,Divij Gopal
B3166,Nakul Mangat,56,Male,Indore,RON7686G,Fixed Deposit,751444.99,17.57,22-02-2020,Pihu Sharaf
B3167,Saanvi Chakrabarti,23,Male,Bharatpur,JHZ7139V,Stocks,777320.08,13.72,17-01-2023,Priyansh Aurora
B3168,Madhav De,62,Female,Mehsana,ZFR8711L,Fixed Deposit,127564.44,16.38,22-11-2022,Jayant Tandon
B3169,Siya Kumer,54,Male,Chennai,BAH5817Q,Stocks,440990.97,2.15,02-02-2017,Kavya Kar
B3170,Indrajit Trivedi,58,Male,Siwan,XYP1510P,Real Estate,138008.17,23.33,26-06-2022,Kabir Wadhwa
B3171,Dhanuk Taneja,37,Female,Rajkot,DAY3626N,Bonds,303232.35,13.81,03-10-2020,Nitya Bera
B3172,Nirvi Thaman,67,Female,Maheshtala,WKR7034G,Fixed Deposit,188489.67,-3.61,12-02-2018,Ivan Koshy
B3173,Purab Gokhale,31,Male,Dharmavaram,RGX1730D,Fixed Deposit,614409.86,26.28,02-03-2020,Kimaya Ratti
B3174,Onkar Kala,40,Male,Patiala,KQS5765X,Bonds,717710.43,25.08,10-07-2019,Pranay Barad
B3175,Dhanush Bhatnagar,49,Male,Arrah,EMQ3458W,Bonds,441757.53,24.45,20-01-2017,Miraan Garg
B3176,Dhanush Gera,22,Male,Panchkula,EHZ1418E,Fixed Deposit,153382.27,11.97,22-11-2020,Anika Sule
B3177,Taran Kunda,61,Female,Bettiah,FKH2740E,Fixed Deposit,84352.68,-13.92,07-12-2020,Emir Manda
B3178,Taimur Bora,44,Female,Salem,ZCT4464C,Crypto,191191.51,29.34,16-04-2023,Vardaniya Deol
B3179,Jivin Chaudhari,37,Male,Mira-Bhayandar,HFB6129T,Bonds,312581.89,26.28,01-03-2017,Tanya Dora
B3180,Ehsaan Bumb,58,Female,Karimnagar,PNF9368P,Real Estate,73324.21,-2.4,18-09-2020,Aaryahi Swaminathan
B3181,Dishani Shanker,48,Male,Tiruchirappalli,BZE9326B,Stocks,291478.89,17.18,06-09-2024,Biju Srinivasan
B3182,Taran Rau,33,Male,Sikar,PFA6636T,Fixed Deposit,615616.89,-12.66,18-09-2018,Nitya Varughese
B3183,Lagan Chaudhry,64,Male,Kurnool,YLM4520A,Crypto,536578.56,24.02,10-09-2020,Akarsh Kakar
B3184,Divij Lanka,64,Female,Eluru,ZCX7206N,Mutual Funds,797879.31,-8.45,17-08-2021,Ahana  Khatri
B3185,Yashvi Buch,27,Female,Visakhapatnam,RPS1534B,Crypto,121640.22,12.97,25-07-2018,Vardaniya Ganesan
B3186,Nirvaan Gola,55,Male,Gulbarga,WBL3458K,Fixed Deposit,735411.53,19.36,13-07-2024,Neysa Vaidya
B3187,Shaan Malhotra,45,Female,Dehradun,HWQ7243P,Bonds,938284.3,-10.79,09-12-2020,Elakshi Kota
B3188,Raunak Bakshi,26,Female,Gwalior,PGC2285T,Real Estate,917866.21,10.38,01-12-2019,Sahil Bhattacharyya
B3189,Renee Mammen,55,Male,Munger,BII2266O,Crypto,572668.44,-5.32,17-05-2020,Samiha Sane
B3190,Hridaan Barman,56,Female,Morena,PHQ4679G,Bonds,863253.6,-12.75,10-03-2018,Kiaan Dave
B3191,Rhea Kapadia,54,Female,Bijapur,WJB9249P,Stocks,867182.69,14.39,25-12-2019,Saira Karnik
B3192,Mamooty Sawhney,54,Female,Sasaram,BWZ9982R,Real Estate,99147.13,25.05,10-07-2023,Tara Mangal
B3193,Madhup Sane,57,Female,Chandrapur,OTE7849R,Bonds,864073.85,-14.96,05-05-2024,Tejas Ganesh
B3194,Inaaya  Behl,23,Male,Vijayanagaram,ZHG9830D,Crypto,452048.37,-10.13,09-05-2023,Azad Viswanathan
B3195,Nehmat Chaudhari,46,Male,Rohtak,IFH2986T,Fixed Deposit,827128.53,-0.07,15-05-2017,Siya Arora
B3196,Indranil Verma,52,Male,Bihar Sharif,DBT9646P,Real Estate,412188.76,2.62,25-11-2020,Nirvi Sood
B3197,Bhavin Gaba,24,Female,Durgapur,NFO1842R,Bonds,613316.26,6.38,20-08-2019,Ayesha Basu
B3198,Ishaan Ghose,62,Female,Durg,UUA8738V,Crypto,976996.59,20.42,08-07-2023,Biju Lad
B3199,Nishith Sami,46,Male,Howrah,BUZ9592G,Mutual Funds,284908.23,8.88,26-10-2024,Hrishita Kaul
B3200,Kiaan Savant,45,Female,Panipat,MZY9525W,Mutual Funds,693748.14,16.09,03-09-2022,Rhea Tailor
B3201,Anika Bhattacharyya,38,Female,Agartala,VCY8225I,Bonds,105569.73,16.88,27-08-2024,Bhamini Gour
B3202,Dhanuk Chakrabarti,69,Female,Hyderabad,TNY6192J,Real Estate,169274.81,-12.3,20-05-2021,Kimaya Lad
B3203,Anya Sharaf,23,Female,Tenali,YUE5410S,Crypto,701325.88,24.5,13-05-2019,Zain Zachariah
B3204,Saksham Sarraf,44,Male,Guna,PHB4195J,Real Estate,119784.73,-5.25,03-11-2024,Jayant Basak
B3205,Taran Dua,26,Male,Berhampur,YPI5801D,Crypto,554057.22,8.58,13-05-2021,Jhanvi Shukla
B3206,Kismat Gour,44,Female,Giridih,JLD4998X,Mutual Funds,66442.93,7.93,20-10-2020,Mamooty Tak
B3207,Kashvi Dutt,37,Female,Ozhukarai,YMJ6385F,Mutual Funds,876431.55,13.75,03-04-2022,Dhruv Ray
